URL,TTL,Message
realtor.com,1,timed out
realtor.com,2,timed out
realtor.com,3,timed out
realtor.com,4,timed out
realtor.com,5,timed out
realtor.com,6,timed out
realtor.com,7,timed out
realtor.com,8,timed out
realtor.com,9,timed out
realtor.com,10,timed out
realtor.com,11,timed out
realtor.com,12,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,13,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,14,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,15,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,16,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,17,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,18,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,19,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,20,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,21,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,22,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,23,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,24,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,25,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,26,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,27,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,28,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,29,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,30,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,31,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,32,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,33,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,34,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,35,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,36,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,37,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,38,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,39,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,40,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,41,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,42,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,43,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,44,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,45,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,46,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,47,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,48,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
realtor.com,49,"HTTP/1.1 301 MOVED PERMANENTLY
Location: https://www.realtor.com/
Connection: close

"
