URL,TTL,Message
sevastopol.press,1,timed out
sevastopol.press,2,timed out
sevastopol.press,3,timed out
sevastopol.press,4,timed out
sevastopol.press,5,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
sevastopol.press,6,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
sevastopol.press,7,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
sevastopol.press,8,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
sevastopol.press,9,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
sevastopol.press,10,"HTTP/1.1 301 Moved Permanently
Date: Thu, 23 Jan 2020 04:20:59 GMT
Server: Apache/2.4.29 (Ubuntu)
Location: https://ojaloberoi.in/
Content-Length: 309
Keep-Alive: timeout=5, max=100
Connection: Keep-Alive
Content-Type: text/html; charset=iso-8859-1

<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>301 Moved Permanently</title>
</head><body>
<h1>Moved Permanently</h1>
<p>The document has moved <a href=""https://ojaloberoi.in/"">here</a>.</p>
<hr>
<address>Apache/2.4.29 (Ubuntu) Server at ojaloberoi.in Port 80</address>
</body></html>
"
